
   916183      4 -rw-r--r--   1 root     root          891 Jul 21 14:56 /usr/local/lib/python3.11/dist-packages/_pyinstaller_hooks_contrib/stdhooks/hook-skimage.measure.py
   916180      4 -rw-r--r--   1 root     root          888 Jul 21 14:56 /usr/local/lib/python3.11/dist-packages/_pyinstaller_hooks_contrib/stdhooks/hook-skimage.future.py
   916164      4 -rw-r--r--   1 root     root         1138 Jul 21 14:56 /usr/local/lib/python3.11/dist-packages/_pyinstaller_hooks_contrib/stdhooks/hook-saml2.py
   916195      4 -rw-r--r--   1 root     root          681 Jul 21 14:56 /usr/local/lib/python3.11/dist-packages/_pyinstaller_hooks_contrib/stdhooks/hook-sklearn.linear_model.py
   916437      4 -rw-r--r--   1 root     root          560 Jul 21 14:56 /usr/local/lib/python3.11/dist-packages/_pyinstaller_hooks_contrib/stdhooks/hook-vtkmodules.vtkTestingSerialization.py
   916198      4 -rw-r--r--   1 root     root          836 Jul 21 14:56 /usr/local/lib/python3.11/dist-packages/_pyinstaller_hooks_contrib/stdhooks/hook-sklearn.metrics.py
   916013      4 -rw-r--r--   1 root     root          630 Jul 21 14:56 /usr/local/lib/python3.11/dist-packages/_pyinstaller_hooks_contrib/stdhooks/hook-magic.py
   915823      4 -rw-r--r--   1 root     root          446 Jul 21 14:56 /usr/local/lib/python3.11/dist-packages/_pyinstaller_hooks_contrib/stdhooks/hook-_mssql.py
   916206      4 -rw-r--r--   1 root     root         2274 Jul 21 14:56 /usr/local/lib/python3.11/dist-packages/_pyinstaller_hooks_contrib/stdhooks/hook-sounddevice.py
   915967      4 -rw-r--r--   1 root     root          588 Jul 21 14:56 /usr/local/lib/python3.11/dist-packages/_pyinstaller_hooks_contrib/stdhooks/hook-httplib2.py
   915828      4 -rw-r--r--   1 root     root          582 Jul 21 14:56 /usr/local/lib/python3.11/dist-packages/_pyinstaller_hooks_contrib/stdhooks/hook-afmformats.py
   915848      4 -rw-r--r--   1 root     root          505 Jul 21 14:56 /usr/local/lib/python3.11/dist-packages/_pyinstaller_hooks_contrib/stdhooks/hook-bcrypt.py
   916161      4 -rw-r--r--   1 root     root          574 Jul 21 14:56 /usr/local/lib/python3.11/dist-packages/_pyinstaller_hooks_contrib/stdhooks/hook-rubicon.py
   916447      4 -rw-r--r--   1 root     root          539 Jul 21 14:56 /usr/local/lib/python3.11/dist-packages/_pyinstaller_hooks_contrib/stdhooks/hook-webassets.py
   916095      4 -rw-r--r--   1 root     root         2053 Jul 21 14:56 /usr/local/lib/python3.11/dist-packages/_pyinstaller_hooks_contrib/stdhooks/hook-pydantic.py
   916381      4 -rw-r--r--   1 root     root          560 Jul 21 14:56 /usr/local/lib/python3.11/dist-packages/_pyinstaller_hooks_contrib/stdhooks/hook-vtkmodules.vtkIOParallelXML.py
   916254      4 -rw-r--r--   1 root     root          537 Jul 21 14:56 /usr/local/lib/python3.11/dist-packages/_pyinstaller_hooks_contrib/stdhooks/hook-trame_iframe.py
   916264      4 -rw-r--r--   1 root     root          537 Jul 21 14:56 /usr/local/lib/python3.11/dist-packages/_pyinstaller_hooks_contrib/stdhooks/hook-trame_router.py
   916439      4 -rw-r--r--   1 root     root          560 Jul 21 14:56 /usr/local/lib/python3.11/dist-packages/_pyinstaller_hooks_contrib/stdhooks/hook-vtkmodules.vtkViewsCore.py
